EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
7247,9,302,1,4,KGID107247,Unni,1984-10-07,2,7,0,1996-12-05
7248,16,34,1,1,KGID107248,Faqid,1982-10-26,2,5,0,2014-09-07
7249,14,118,5,5,KGID107249,Bahadurjit,2002-10-30,1,3,0,2003-08-30
7250,13,132,4,5,KGID107250,Chanchal,1994-07-05,2,7,0,1990-12-18
7251,15,75,1,4,KGID107251,Saanvi,1967-08-15,1,3,0,2008-12-27
7252,9,155,4,5,KGID107252,Charles,1976-04-20,2,6,0,2017-02-12
7253,6,142,6,2,KGID107253,Gautami,1990-03-24,1,3,0,1995-10-06
7254,9,326,3,3,KGID107254,Yahvi,1996-12-13,2,6,0,1994-08-07
7255,11,2,8,2,KGID107255,Bhavna,1970-08-19,2,3,0,2018-01-07
7256,5,215,1,3,KGID107256,Urvashi,1996-10-06,1,4,0,2000-02-12
7257,15,323,2,5,KGID107257,Chatresh,1972-05-21,2,8,0,2006-11-13
7258,7,79,1,1,KGID107258,Andrew,1992-06-25,2,2,0,2019-07-13
7259,5,8,1,5,KGID107259,Urvashi,1996-05-29,2,8,0,2002-06-22
7260,15,144,2,2,KGID107260,Oliver,1983-05-01,1,8,0,2004-04-15
7261,16,100,3,1,KGID107261,Kamya,1988-07-21,2,7,0,1990-01-31
7262,13,214,2,4,KGID107262,Qushi,1998-03-21,2,3,0,1990-06-21
7263,2,324,1,6,KGID107263,Balveer,1976-07-24,2,5,0,2003-10-07
7264,3,327,1,6,KGID107264,Yashoda,1992-01-01,2,2,1,2002-02-18
7265,10,305,2,3,KGID107265,Netra,2000-03-02,2,5,0,2017-01-17
7266,14,177,2,6,KGID107266,Nisha,1994-06-19,1,4,0,1999-08-12
7267,15,57,2,3,KGID107267,Sara,1977-05-20,1,8,0,2010-03-25
7268,7,326,5,5,KGID107268,Sathvik,1971-05-12,2,4,0,2021-06-17
7269,6,240,4,4,KGID107269,Vedhika,1995-03-11,2,5,0,2018-07-07
7270,10,66,2,3,KGID107270,Arunima,1998-08-27,2,7,0,2010-05-03
7271,11,322,1,1,KGID107271,Faras,1977-01-10,1,1,0,2021-01-26
7272,5,330,1,3,KGID107272,Yashawini,1983-04-21,1,7,0,2010-01-13
7273,10,184,5,2,KGID107273,Divya,1997-08-10,1,4,0,1990-06-26
7274,8,157,4,3,KGID107274,Baghyawati,1989-08-04,1,4,0,2017-03-19
7275,14,264,5,2,KGID107275,Sarthak,1972-10-12,2,6,0,2004-03-05
7276,12,156,3,6,KGID107276,Rajata,1978-06-20,1,1,1,1994-05-04
7277,8,315,3,1,KGID107277,Tristan,2003-08-01,1,4,0,1998-09-30
7278,15,328,2,5,KGID107278,Lakshmi,1971-03-31,1,6,0,1993-06-06
7279,16,5,1,3,KGID107279,Falan,1991-12-08,1,2,0,2020-12-12
7280,12,271,1,4,KGID107280,Forum,1990-04-14,1,4,0,2009-02-13
7281,8,313,1,5,KGID107281,Harinakshi,1975-12-06,1,2,0,1990-07-22
7282,15,208,2,5,KGID107282,Elijah,1974-03-30,1,7,0,2005-04-25
7283,15,327,2,3,KGID107283,Nihal,1972-07-30,2,3,0,1996-07-26
7284,12,33,1,5,KGID107284,Daksha,2002-03-29,1,1,0,2000-03-16
7285,9,151,1,1,KGID107285,Neel,1980-02-10,1,8,0,2014-04-25
7286,5,8,4,3,KGID107286,Yamini,1993-04-01,2,5,0,1992-03-08
7287,14,322,1,1,KGID107287,Yochana,1996-02-23,1,7,0,2007-11-24
7288,6,202,5,4,KGID107288,Kabir,1975-01-29,1,2,0,2007-11-18
7289,8,41,4,4,KGID107289,Vasudha,1969-08-19,2,4,0,2012-05-06
7290,16,41,1,3,KGID107290,Bina,1969-12-26,1,7,0,2007-10-03
7291,10,69,3,1,KGID107291,Leena,1993-04-21,2,5,0,2023-07-29
7292,4,145,7,5,KGID107292,Ryan,1993-04-26,1,2,0,1998-09-07
7293,10,69,4,6,KGID107293,Kala,1982-04-29,2,5,0,2005-11-23
7294,12,273,1,4,KGID107294,Anika,1981-12-22,2,4,0,2015-08-09
7295,10,251,5,2,KGID107295,Ekta,1986-07-24,2,3,0,2013-05-07
7296,11,311,2,5,KGID107296,Amruta,1988-06-26,1,3,0,2017-02-02
7297,10,175,2,3,KGID107297,Reyansh,2000-03-09,1,5,0,2008-05-31
7298,1,5,1,6,KGID107298,Aarush,1999-03-07,2,2,0,2019-03-05
7299,16,229,3,3,KGID107299,Sai,1973-03-13,2,4,0,2003-06-06
7300,2,178,2,5,KGID107300,Jagdish,1969-05-15,2,7,0,2008-06-18
7301,14,305,1,2,KGID107301,Lohit,1982-12-06,1,6,0,2003-01-23
7302,1,17,4,6,KGID107302,Kevin,1967-10-08,1,6,0,2004-03-27
7303,7,305,2,6,KGID107303,Ishani,2000-10-29,1,6,0,2014-11-26
7304,7,233,5,4,KGID107304,Yashawini,1982-07-12,1,2,0,1999-06-12
7305,12,81,2,5,KGID107305,Xalak,1992-02-13,2,1,0,2007-10-10
7306,4,60,1,3,KGID107306,Mohini,1979-06-05,1,8,0,2015-07-22
7307,7,187,3,4,KGID107307,Jagrati,2000-05-14,1,5,0,2001-12-20
7308,6,64,2,3,KGID107308,Orinder,1976-12-02,2,5,0,2004-08-26
7309,16,281,2,4,KGID107309,Abdul,1967-09-30,1,4,0,2003-02-20
7310,7,179,5,6,KGID107310,Sanya,1979-12-26,1,1,0,2016-10-02
7311,9,276,5,2,KGID107311,Oeshi,1997-05-27,2,7,0,2019-02-05
7312,16,110,3,3,KGID107312,Bishakha,1992-10-10,1,4,0,2002-02-25
7313,14,43,4,1,KGID107313,Oeshi,1981-08-26,1,7,0,1998-09-06
7314,16,286,1,6,KGID107314,Hredhaan,1973-03-10,2,8,0,2020-04-27
7315,11,114,2,4,KGID107315,Chasmum,1977-02-11,1,1,0,2016-03-04
7316,15,182,1,4,KGID107316,Urmi,2002-01-05,2,2,0,1990-03-03
7317,5,280,2,6,KGID107317,Saksham,1974-12-14,2,6,0,2003-10-28
7318,9,150,1,3,KGID107318,Pooja,1968-02-14,1,4,0,2016-05-14
7319,3,45,2,6,KGID107319,Eesha,1997-11-09,2,5,0,2019-06-27
7320,6,199,4,2,KGID107320,Devansh,1984-03-29,1,1,0,2022-08-01
7321,1,126,4,4,KGID107321,Nilima,1974-09-02,1,3,0,2019-12-26
7322,12,63,3,2,KGID107322,Chanchal,1997-06-17,1,2,0,1999-02-08
7323,12,205,1,6,KGID107323,Simon,1986-06-19,1,8,0,2003-12-25
7324,8,318,3,4,KGID107324,Oscar,1969-03-02,1,5,0,2013-08-02
7325,11,139,2,2,KGID107325,Chanakya,1987-06-30,1,1,0,2015-01-08
7326,10,173,5,4,KGID107326,Udant,1968-08-13,2,8,0,2010-09-12
7327,4,332,5,4,KGID107327,Arunima,1995-02-14,2,2,0,1997-03-24
7328,4,206,1,2,KGID107328,Advik,1989-02-05,2,4,0,2004-09-24
7329,8,222,1,3,KGID107329,Dominic,1997-12-20,2,6,0,2006-03-04
7330,13,207,5,4,KGID107330,Vedhika,1999-08-12,1,3,0,2021-04-03
7331,11,12,2,4,KGID107331,Vidhi,1972-06-26,2,7,0,1999-04-10
7332,13,295,3,3,KGID107332,Michael,1988-01-15,1,6,0,1993-09-21
7333,14,42,7,4,KGID107333,Janani,1981-11-23,2,6,0,1999-03-11
7334,7,70,2,3,KGID107334,Agastya,1978-07-20,2,5,0,2021-02-01
7335,9,33,1,3,KGID107335,Ucchal,1975-01-24,1,5,0,2015-08-15
7336,14,267,1,2,KGID107336,Krishna,1995-04-24,2,7,0,2006-09-25
7337,1,35,3,6,KGID107337,Yashodhara,2003-07-10,1,1,0,1990-06-25
7338,16,55,2,2,KGID107338,Ekanta,1985-12-06,1,4,0,2011-09-25
7339,5,245,1,1,KGID107339,Udant,1988-09-11,1,2,0,2013-01-04
7340,16,310,1,4,KGID107340,Gayathri,1989-02-13,2,1,0,2011-05-08
7341,3,239,4,4,KGID107341,Chakradev,1972-09-07,2,1,0,2023-05-29
7342,2,267,2,4,KGID107342,Aarav,1973-09-24,2,3,0,2010-12-23
7343,5,157,3,1,KGID107343,Anamika,1972-12-08,2,3,0,2019-08-24
7344,8,87,3,4,KGID107344,Chaitanya,1997-02-23,2,6,0,2022-12-17
7345,3,250,7,2,KGID107345,Irya,2001-03-19,1,4,0,2010-06-01
7346,15,149,3,1,KGID107346,Logan,1979-10-13,1,6,0,1999-07-14
7347,16,219,5,3,KGID107347,Anay,1984-10-31,2,4,0,2018-09-16
7348,14,190,1,5,KGID107348,Mitesh,1969-01-02,1,6,0,1993-04-11
7349,14,321,4,1,KGID107349,Ria,1992-02-06,2,4,0,2006-01-07
7350,15,87,2,3,KGID107350,Rajeshri,1984-07-10,2,4,0,2010-09-23
7351,3,100,1,2,KGID107351,Ishaan,1991-10-11,2,1,0,1992-04-08
7352,10,206,1,4,KGID107352,Pavani,1994-10-17,2,7,0,2023-10-11
7353,15,167,2,6,KGID107353,Nathan,1974-12-12,2,7,0,2007-01-11
7354,10,130,3,1,KGID107354,Kai,1998-07-17,2,4,0,2000-11-17
7355,6,55,4,3,KGID107355,Zinal,1999-10-29,2,8,0,2013-09-04
7356,9,21,5,3,KGID107356,Aradhana,1971-06-01,1,4,0,2004-04-16
7357,11,34,1,6,KGID107357,Yash,1991-06-04,2,6,0,1997-06-22
7358,14,166,4,5,KGID107358,Pushti,1968-08-23,2,4,0,2011-11-09
7359,9,151,2,4,KGID107359,Krisha,1994-01-01,1,4,0,2015-09-24
7360,6,174,4,6,KGID107360,Noah,1984-06-26,1,5,0,2018-07-07
7361,3,14,2,4,KGID107361,Brinda,2001-11-01,1,8,0,1997-02-18
7362,13,188,2,2,KGID107362,Sachi,1974-08-13,1,7,0,1990-01-31
7363,2,121,5,2,KGID107363,Neha,1974-03-21,1,7,0,2010-01-27
7364,16,233,1,1,KGID107364,Gabriel,1981-03-29,1,5,0,2023-05-19
7365,16,63,4,1,KGID107365,Gautam,1984-11-02,1,1,0,2007-01-09
7366,7,141,1,6,KGID107366,Chaitaly,1996-04-25,1,6,0,2020-02-19
7367,6,245,4,1,KGID107367,Janaki,1997-11-24,2,4,0,2009-02-22
7368,5,28,1,6,KGID107368,Oeshi,1990-07-16,1,7,0,2010-03-09
7369,10,224,4,1,KGID107369,Arin,2002-01-14,2,8,0,2021-07-19
7370,16,329,3,5,KGID107370,Warinder,1972-06-07,2,6,0,2014-08-25
7371,16,318,4,3,KGID107371,Thomas,1991-09-07,2,8,0,1994-01-18
7372,10,307,1,5,KGID107372,Yadavi,2002-06-29,2,7,0,1990-12-01
7373,2,193,3,2,KGID107373,Max,2000-03-13,1,6,0,1997-10-02
7374,7,69,4,6,KGID107374,Daksh,1968-10-27,2,7,0,2017-08-17
7375,14,278,8,5,KGID107375,Priya,1979-03-14,2,3,0,1999-04-10
7376,8,96,7,3,KGID107376,Sara,1969-07-20,1,4,1,2020-03-18
7377,11,72,1,1,KGID107377,Avni,1997-06-18,2,3,0,2023-06-21
7378,15,209,2,1,KGID107378,Ekantika,1993-07-07,1,4,0,1992-05-26
7379,10,308,2,4,KGID107379,Sai,1983-01-23,1,4,0,2000-09-03
7380,14,37,9,5,KGID107380,Samaksh,1989-06-13,2,3,0,1992-08-19
7381,16,28,2,3,KGID107381,Balveer,1998-09-08,1,7,0,2015-06-19
7382,13,36,1,5,KGID107382,Turvi,1986-07-09,2,7,0,2001-12-29
7383,5,59,7,2,KGID107383,Dhruv,1979-05-08,2,5,0,2010-06-27
7384,13,35,9,6,KGID107384,Chasmum,1981-03-03,1,2,0,2023-07-30
7385,7,263,3,6,KGID107385,Madhavi,1973-09-11,2,6,0,2018-02-09
7386,3,92,5,1,KGID107386,Shivansh,1986-03-14,1,6,0,2008-09-19
7387,2,160,1,1,KGID107387,Saanvi,1982-09-14,1,5,0,2007-11-08
7388,15,17,1,6,KGID107388,Nachiket,2002-12-30,2,3,0,2013-04-19
7389,16,128,1,2,KGID107389,Mohini,1970-06-05,2,3,0,1998-01-31
7390,10,321,2,5,KGID107390,Mohini,1992-09-13,2,7,0,1996-02-19
7391,3,246,4,4,KGID107391,Ayaan,1990-11-17,2,3,0,2001-05-07
7392,6,51,1,1,KGID107392,Gaurang,1987-09-28,2,3,0,2017-06-12
7393,9,278,4,1,KGID107393,Harish,1973-03-20,2,2,0,2009-04-12
7394,11,11,4,4,KGID107394,Lila,1998-11-05,2,4,0,2016-08-29
7395,5,141,4,6,KGID107395,Guneet,1986-05-23,2,7,0,1994-07-20
7396,14,330,8,3,KGID107396,Avi,1991-07-03,1,7,0,2006-08-10
7397,16,48,1,4,KGID107397,Neelima,1981-11-07,1,7,0,2015-11-08
7398,14,260,2,2,KGID107398,Balhaar,1999-10-19,2,6,0,1991-08-08
7399,15,237,1,4,KGID107399,Kevin,1975-08-12,1,3,0,2016-06-30
7400,7,336,5,1,KGID107400,Maanas,1981-11-01,2,7,0,2010-08-17
7401,16,1,4,4,KGID107401,Vihaan,1975-10-12,1,1,0,2020-10-11
7402,15,296,5,2,KGID107402,Yasti,1992-01-07,2,5,0,2018-11-19
7403,15,259,9,3,KGID107403,Daksha,1989-12-20,1,1,0,2005-06-10
7404,1,113,3,4,KGID107404,Chakradhar,1976-06-20,1,7,1,2000-10-01
7405,10,217,5,3,KGID107405,Osha,1985-08-27,2,2,0,2005-08-25
7406,14,278,3,3,KGID107406,Odika,1999-05-26,2,5,0,2016-08-14
7407,7,92,1,6,KGID107407,Umang,2004-05-14,1,3,0,1996-06-29
7408,13,257,2,6,KGID107408,Irya,1993-01-16,1,8,0,1990-06-14
7409,16,273,2,3,KGID107409,Vidhi,1983-11-10,2,8,0,2015-02-25
7410,13,167,1,5,KGID107410,Onkar,1998-07-27,1,5,0,2012-05-18
7411,14,148,1,5,KGID107411,Tejas,1971-03-14,1,4,0,2001-03-12
7412,6,178,8,3,KGID107412,Brijesh,1992-09-14,1,5,0,2016-02-06
7413,6,216,2,2,KGID107413,Ria,1992-07-05,2,1,0,1991-02-11
7414,11,190,7,6,KGID107414,Joshua,1991-04-24,2,4,0,2007-11-04
7415,5,218,2,2,KGID107415,Tristan,1986-08-10,2,8,0,2014-03-04
7416,1,104,8,2,KGID107416,Ati,1977-03-28,1,8,0,2000-07-31
7417,2,26,1,3,KGID107417,Yashodhara,1987-05-18,2,5,0,1993-07-23
7418,15,336,3,5,KGID107418,Faraj,1979-01-06,2,8,0,2000-06-28
7419,8,314,4,2,KGID107419,Vasudha,2002-09-06,1,4,0,2012-02-24
7420,14,284,3,5,KGID107420,Harsh,1995-05-04,2,3,0,2021-10-30
7421,4,230,1,6,KGID107421,Ekantika,1998-12-22,2,2,0,1996-09-30
7422,13,179,1,2,KGID107422,Sachi,1971-09-15,1,6,0,2011-05-06
7423,8,246,3,4,KGID107423,Maya,1997-10-20,1,6,0,2016-05-25
7424,1,193,7,3,KGID107424,Falan,1995-01-04,2,1,0,2009-10-24
7425,7,149,1,5,KGID107425,Raksha,1999-12-29,2,1,0,2005-04-24
7426,15,79,10,2,KGID107426,Sanya,1987-05-23,2,7,0,2019-09-15
7427,3,29,2,4,KGID107427,Lucky,1976-01-31,2,8,0,2023-02-06
7428,14,227,4,2,KGID107428,Amara,1980-09-16,2,2,0,2007-06-03
7429,3,312,1,6,KGID107429,Adya,1982-09-27,2,5,0,2006-01-31
7430,8,112,1,2,KGID107430,Chaaya,1968-05-29,2,5,0,2015-11-19
7431,14,81,8,2,KGID107431,Vincent,1997-10-24,2,2,0,2004-05-23
7432,8,124,1,5,KGID107432,Prisha,2002-10-14,2,8,0,2017-09-09
7433,12,56,3,3,KGID107433,Dominic,1983-06-24,1,7,0,2021-11-17
7434,3,109,1,3,KGID107434,Eiravati,1985-03-31,1,7,0,2015-10-14
7435,12,242,1,4,KGID107435,Yashawini,1991-12-26,2,4,0,2019-07-14
7436,12,244,4,4,KGID107436,Isha,1989-01-14,2,1,0,2006-12-09
7437,5,284,6,6,KGID107437,Sneha,1993-08-19,2,4,0,1995-06-12
7438,12,269,4,1,KGID107438,Manan,1992-01-04,1,7,0,1997-12-09
7439,6,138,3,3,KGID107439,Yashodhara,1982-01-20,1,6,0,2009-01-09
7440,9,316,1,5,KGID107440,Sathvik,1993-10-15,2,4,0,1994-08-25
7441,16,192,1,3,KGID107441,Gaurang,1979-10-04,2,4,1,2002-07-10
7442,10,317,3,1,KGID107442,Daksha,1991-04-08,1,8,0,2023-11-11
7443,15,234,1,2,KGID107443,Utkarsh,1975-11-18,1,7,0,2000-03-15
7444,13,44,4,3,KGID107444,Keya,1999-02-11,1,4,0,2015-01-14
7445,1,76,2,2,KGID107445,Ekapad,1987-11-05,2,6,0,2011-04-24
7446,16,215,5,5,KGID107446,Aachal,1987-05-20,2,7,0,2009-10-28
7447,8,276,4,3,KGID107447,Lopa,1968-05-18,1,5,0,2005-11-11
7448,13,333,3,1,KGID107448,Sarthak,1978-08-04,1,7,0,2017-01-07
7449,3,80,4,1,KGID107449,Urishilla,1993-09-23,2,6,0,2003-03-21
7450,2,13,2,5,KGID107450,Jason,1980-04-09,1,6,0,2011-06-30
7451,12,292,1,5,KGID107451,Ishanvi,1987-08-26,1,3,0,2012-02-10
7452,9,164,2,4,KGID107452,Vidhi,1977-05-26,2,3,0,2021-09-07
7453,5,50,2,5,KGID107453,Ishwar,1983-03-17,2,5,0,2005-01-10
7454,7,319,5,5,KGID107454,Gayathri,1967-12-24,2,2,0,1995-06-30
7455,13,289,3,2,KGID107455,Noah,1970-05-04,1,4,0,2012-08-03
7456,11,223,3,5,KGID107456,Nidhi,1988-05-19,1,8,0,1992-06-10
7457,14,307,2,1,KGID107457,Bhavini,2000-06-21,1,7,0,1993-05-12
7458,7,211,6,6,KGID107458,Charita,1998-06-29,1,3,0,2012-09-12
7459,16,150,1,5,KGID107459,Libni,1993-05-11,1,2,0,1991-12-29
7460,7,13,4,5,KGID107460,Aadhya,1997-09-25,1,3,0,1996-11-30
7461,11,68,3,5,KGID107461,Vidhi,1997-06-30,2,3,0,1999-10-14
7462,8,4,4,2,KGID107462,Kabir,1989-05-19,2,1,0,2014-06-12
7463,3,258,2,3,KGID107463,Jeremiah,1987-04-30,2,1,0,1999-10-25
7464,7,55,3,2,KGID107464,Wyatt,2003-06-05,2,1,0,2016-03-14
7465,12,271,3,3,KGID107465,Ayush,1997-07-14,2,2,0,2004-06-10
7466,9,140,7,5,KGID107466,Ijaya,2003-05-11,1,7,0,2015-06-21
7467,10,236,1,2,KGID107467,Leena,1993-08-28,2,1,0,1996-05-13
7468,12,130,3,3,KGID107468,Ranbir,1982-11-15,2,1,0,2005-05-20
7469,13,79,1,6,KGID107469,Jatin,1989-09-08,1,6,0,2002-11-02
7470,1,300,3,3,KGID107470,Ojasvi,1982-10-22,2,7,0,2022-05-21
7471,12,6,5,2,KGID107471,Aarav,1972-08-28,1,6,0,2000-08-28
7472,13,322,2,4,KGID107472,Meera,2001-05-11,2,1,0,1999-06-13
7473,12,15,8,5,KGID107473,Azad,1972-06-19,1,6,0,2018-11-13
7474,15,220,2,5,KGID107474,Kabir,1972-06-09,1,8,0,2013-10-06
7475,8,299,1,5,KGID107475,Thomas,1977-06-08,2,8,0,2010-01-02
7476,15,78,5,5,KGID107476,Balveer,1970-03-04,1,4,0,2023-08-12
7477,5,43,4,5,KGID107477,Raksha,2003-06-16,2,1,0,2008-10-29
7478,1,71,2,3,KGID107478,Oviya,1985-07-23,2,2,0,2010-12-26
7479,10,96,1,6,KGID107479,Amol,1970-12-18,1,3,0,2019-05-21
7480,3,324,3,2,KGID107480,Ekbal,1979-08-10,2,7,0,2011-08-12
7481,5,121,2,2,KGID107481,Anya,1997-08-15,1,4,0,1994-02-02
7482,8,4,3,5,KGID107482,Chaaya,1968-06-27,1,2,1,1995-08-02
7483,12,84,1,5,KGID107483,Yatan,1996-03-28,1,4,0,2001-12-01
7484,7,101,4,2,KGID107484,Tanvi,1978-09-29,2,5,0,2003-06-12
7485,12,214,2,5,KGID107485,Jalsa,1983-07-25,2,7,0,2000-06-11
7486,2,171,6,1,KGID107486,Krisha,1997-08-06,1,1,0,1993-09-28
7487,12,111,3,3,KGID107487,Leela,1976-08-10,2,6,0,2015-07-22
7488,2,48,5,3,KGID107488,Ladli,1975-07-26,1,6,0,2009-04-19
7489,4,287,3,4,KGID107489,Ishanvi,1994-09-10,2,5,0,2011-11-09
7490,4,145,5,5,KGID107490,Gaurika,1980-08-31,1,6,0,2015-10-09
7491,4,152,1,4,KGID107491,Qadim,1985-06-22,1,6,0,2004-11-30
7492,15,48,1,4,KGID107492,Adya,1997-07-14,2,7,0,2000-02-26
7493,13,201,2,5,KGID107493,Chakradev,1968-06-19,2,5,0,2021-07-12
7494,11,171,1,6,KGID107494,Ekiya,1967-08-02,2,4,0,1996-01-31
7495,16,218,2,5,KGID107495,Gaurika,1980-03-12,2,1,0,2014-10-09
7496,8,142,1,2,KGID107496,Sathvik,1998-04-09,1,2,0,2016-07-31
7497,6,95,2,3,KGID107497,Anika,1996-05-02,2,2,0,2021-06-18
7498,13,50,2,2,KGID107498,Aadhya,1999-11-14,1,7,0,2003-07-30
7499,11,276,7,6,KGID107499,Lohit,1974-03-05,2,4,0,2020-12-16
7500,12,43,3,1,KGID107500,Veer,1988-09-06,1,6,0,2000-03-22
7501,4,228,5,2,KGID107501,Wridesh,2002-11-22,2,5,0,1992-03-31
7502,10,158,2,5,KGID107502,Jalsa,1977-09-15,1,8,0,2014-11-11
7503,6,117,4,6,KGID107503,Fiyaz,1981-04-28,1,8,0,2006-05-24
7504,3,313,4,4,KGID107504,Rudra,1972-12-31,1,3,0,1993-02-26
7505,11,268,8,3,KGID107505,Abha,1993-04-09,1,2,0,2010-01-02
7506,11,254,2,5,KGID107506,Zansi,1984-10-03,2,5,0,2018-01-05
7507,1,232,1,4,KGID107507,Tanay,1969-11-04,1,7,0,2019-09-29
7508,16,178,2,4,KGID107508,Abhiram,1978-03-16,2,1,0,2009-10-29
7509,8,149,1,3,KGID107509,Bhavika,1976-07-07,1,2,0,2006-11-06
7510,11,134,2,1,KGID107510,Radhika,1983-03-20,1,5,0,2007-06-21
7511,5,264,7,2,KGID107511,Charles,1993-05-02,2,5,0,2017-05-07
7512,14,45,4,1,KGID107512,Yadavi,1969-05-27,2,5,0,1993-05-25
7513,4,156,2,2,KGID107513,Varsha,2003-03-15,1,8,0,1992-12-01
7514,12,92,1,3,KGID107514,Samuel,1989-01-14,2,2,0,2001-01-13
7515,4,195,4,3,KGID107515,Dhruv,1976-10-01,1,6,0,2004-09-22
7516,8,97,2,5,KGID107516,Nitara,1973-10-24,2,1,0,1993-07-14
7517,3,104,1,6,KGID107517,Alexander,1985-06-21,2,2,0,2008-08-25
7518,1,250,1,3,KGID107518,Tanmayi,1971-02-04,2,2,0,2010-11-30
7519,10,177,1,5,KGID107519,Nidra,1990-11-02,2,2,0,2000-11-18
7520,12,168,3,2,KGID107520,Charvi,1972-04-05,2,4,0,2015-11-15
7521,2,240,1,4,KGID107521,Chatresh,1982-07-15,2,2,0,2008-08-18
7522,2,274,1,5,KGID107522,Aarnav,1972-10-10,1,7,0,2004-07-18
7523,10,272,1,4,KGID107523,Rudra,1976-07-14,1,4,0,2017-06-29
7524,1,305,3,4,KGID107524,Ekbal,1981-04-08,1,5,0,1998-12-14
7525,13,142,1,1,KGID107525,Rohan,1967-12-12,1,1,0,1991-02-17
7526,13,2,1,6,KGID107526,Qasim,1974-09-19,1,1,0,1996-04-16
7527,16,119,1,1,KGID107527,Yadavi,1983-06-20,1,8,0,2001-05-26
7528,13,123,4,2,KGID107528,Gautami,2001-03-01,2,3,0,1990-08-23
7529,16,114,5,5,KGID107529,Eta,2001-05-15,2,1,0,1994-09-11
7530,7,75,6,4,KGID107530,Bhavya,1994-11-28,1,6,0,1993-04-05
7531,9,238,1,2,KGID107531,Mitesh,1968-07-03,2,3,0,2003-11-26
7532,12,134,3,1,KGID107532,Balhaar,1971-04-23,2,4,0,1992-07-25
7533,15,98,4,3,KGID107533,Ekaja,1994-10-27,1,4,0,2009-04-04
7534,12,315,3,3,KGID107534,Anirudh,1971-01-09,1,7,0,2019-03-28
7535,13,32,4,5,KGID107535,Panini,2000-07-12,2,3,0,1996-12-30
7536,1,161,1,6,KGID107536,Zilmil,1972-09-11,1,2,0,1994-08-12
7537,13,149,1,1,KGID107537,Laban,1977-10-10,1,4,0,1991-01-27
7538,14,159,4,6,KGID107538,Ekaja,1976-01-30,1,6,0,2023-03-25
7539,6,220,1,4,KGID107539,Kalpit,1974-04-23,1,3,0,1995-12-27
7540,9,105,2,4,KGID107540,Kashish,1981-06-21,1,6,0,2012-04-08
7541,10,189,5,5,KGID107541,Girish,2003-01-18,1,3,0,2015-02-17
7542,16,143,5,3,KGID107542,Chakradhar,1998-12-16,1,5,0,1993-11-15
7543,15,182,2,3,KGID107543,Sarthak,1976-12-19,1,3,0,2000-06-06
7544,11,224,1,2,KGID107544,Udant,1988-10-19,2,8,0,1996-07-17
7545,12,233,1,1,KGID107545,Owen,1980-12-12,1,2,0,2007-07-31
7546,3,126,1,6,KGID107546,Jackson,1996-12-20,2,6,0,1995-05-21
7547,9,92,1,3,KGID107547,Aachal,1979-11-28,1,6,0,2019-03-28
7548,11,233,1,5,KGID107548,Bhanumati,1979-10-28,1,7,0,1997-05-13
7549,7,288,4,3,KGID107549,Quincy,1986-01-06,1,6,0,2000-02-23
7550,7,19,3,2,KGID107550,Chanchal,1990-01-16,2,4,0,2004-07-23
7551,11,89,7,3,KGID107551,Abdul,1973-11-26,1,8,0,2009-11-04
7552,10,195,2,1,KGID107552,Qushi,1983-05-20,2,3,1,1999-02-06
7553,9,241,1,3,KGID107553,Chatura,1994-06-29,2,6,0,2009-10-31
7554,4,9,3,6,KGID107554,Ishanvi,1976-08-26,1,1,0,2015-07-06
7555,1,84,1,1,KGID107555,Urvashi,1990-08-16,1,4,0,2019-06-24
7556,12,55,1,4,KGID107556,Xavier,1977-09-24,1,3,0,2009-06-23
7557,12,133,1,2,KGID107557,Jalsa,1974-01-20,1,7,0,2006-01-17
7558,5,212,4,6,KGID107558,Vincent,1980-09-03,1,2,0,2018-05-21
7559,11,104,6,1,KGID107559,George,1979-11-16,2,1,0,1996-01-14
7560,4,317,2,5,KGID107560,Leela,2003-10-28,2,8,0,2003-09-30
7561,2,41,4,6,KGID107561,Gaurangi,1988-04-25,2,2,0,1992-04-03
7562,14,275,1,2,KGID107562,Vinaya,1995-10-06,1,7,0,2003-04-07
7563,12,138,2,6,KGID107563,Nakul,1981-03-04,1,4,0,1998-05-17
7564,13,289,4,1,KGID107564,Yasti,1969-09-25,1,6,0,2021-02-23
7565,15,127,1,6,KGID107565,Omaja,1978-08-07,1,6,0,1999-01-24
7566,11,71,2,5,KGID107566,Kala,1975-08-09,2,7,0,2003-09-30
7567,6,323,2,2,KGID107567,Kamala,1973-05-21,1,6,0,2019-11-09
7568,1,299,1,5,KGID107568,Anika,2001-09-04,2,2,0,2003-05-23
7569,12,7,2,5,KGID107569,Eesha,1992-03-03,2,8,0,2001-06-30
7570,13,292,3,5,KGID107570,Nikita,1972-03-15,1,2,1,2011-07-20
7571,4,322,3,5,KGID107571,Harinakshi,1995-03-03,2,5,0,1995-03-29
7572,6,121,7,1,KGID107572,Samaksh,1999-12-17,1,1,0,2014-01-15
7573,3,186,2,4,KGID107573,Lipika,1985-10-07,2,7,0,2010-02-21
7574,15,108,2,2,KGID107574,Chameli,1971-04-25,1,8,0,2006-02-22
7575,13,210,7,5,KGID107575,Naksh,1991-03-18,2,6,0,2019-05-10
